"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"01-Apr-2010","     5249.20","     5298.60","     5249.20","     5290.50","      127773261","         5365.11"
"05-Apr-2010","     5291.40","     5377.55","     5291.40","     5368.40","      132419861","         5762.97"
"06-Apr-2010","     5369.65","     5388.65","     5351.70","     5366.00","      147051901","         5746.95"
"07-Apr-2010","     5365.70","     5399.65","     5345.05","     5374.65","      166790249","         6530.95"
"08-Apr-2010","     5376.30","     5383.65","     5290.25","     5304.45","      156785881","         5830.63"
"09-Apr-2010","     5302.40","     5377.45","     5302.25","     5361.75","      154497751","         6207.69"
"12-Apr-2010","     5354.15","     5382.15","     5324.90","     5339.70","      134901999","         5502.80"
"13-Apr-2010","     5340.85","     5356.50","     5301.70","     5322.95","      126581805","         7839.07"
"15-Apr-2010","     5323.30","     5373.15","     5265.30","     5273.60","      195013233","         7702.54"
"16-Apr-2010","     5273.40","     5283.05","     5237.55","     5262.60","      151013525","         5498.97"
"19-Apr-2010","     5279.05","     5279.05","     5160.90","     5203.65","      155321410","         5791.22"
"20-Apr-2010","     5208.30","     5257.25","     5208.30","     5230.10","      199478130","         7155.88"
"21-Apr-2010","     5230.30","     5266.30","     5230.30","     5244.90","      196901598","         6577.43"
"22-Apr-2010","     5248.60","     5331.80","     5221.10","     5269.35","      180286076","         8794.67"
"23-Apr-2010","     5269.65","     5311.05","     5269.65","     5304.10","      154120422","         6935.25"
"26-Apr-2010","     5299.35","     5342.35","     5299.35","     5322.45","      127022478","         5920.48"
"27-Apr-2010","     5322.10","     5330.55","     5301.40","     5308.35","      144428508","         5684.75"
"28-Apr-2010","     5308.20","     5308.25","     5202.45","     5215.45","      178645117","         6812.97"
"29-Apr-2010","     5215.25","     5264.75","     5214.80","     5254.15","      171683419","         7264.42"
"30-Apr-2010","     5254.20","     5294.80","     5254.20","     5278.00","      152495257","         6591.23"
"03-May-2010","     5278.40","     5278.70","     5210.05","     5222.75","      111445668","         4663.49"
"04-May-2010","     5223.90","     5250.15","     5134.85","     5148.50","      145539730","         5782.23"
"05-May-2010","     5148.35","     5148.35","     5056.50","     5124.90","      207679138","         7373.72"
"06-May-2010","     5124.40","     5124.90","     5037.75","     5090.85","      192105707","         6560.70"
"07-May-2010","     5072.30","     5085.65","     4984.60","     5018.05","      233345722","         8765.29"
"10-May-2010","     5026.60","     5203.30","     5026.60","     5193.60","      191632764","         7272.87"
"11-May-2010","     5189.75","     5206.70","     5126.50","     5136.15","      168751932","         6431.69"
"12-May-2010","     5133.75","     5172.85","     5098.80","     5156.65","      187111358","         6559.76"
"13-May-2010","     5157.55","     5212.70","     5147.95","     5178.90","      179378582","         6054.24"
"14-May-2010","     5180.55","     5192.75","     5070.95","     5093.50","      144381001","         6094.56"
"17-May-2010","     5093.90","     5094.55","     4966.25","     5059.90","      169306794","         7203.31"
"18-May-2010","     5059.55","     5105.20","     5024.25","     5066.20","      137027239","         6336.36"
"19-May-2010","     5065.10","     5065.10","     4908.15","     4919.65","      212950386","         8688.71"
"20-May-2010","     4924.30","     4980.25","     4924.30","     4947.60","      197303335","         7215.28"
"21-May-2010","     4946.70","     4946.70","     4842.30","     4931.15","      230483809","         7363.95"
"24-May-2010","     4944.30","     5029.55","     4923.45","     4943.95","      184424844","         6576.57"
"25-May-2010","     4945.30","     4946.60","     4786.45","     4806.75","      198187219","         6759.02"
"26-May-2010","     4807.30","     4925.45","     4807.30","     4917.40","      221985114","         7246.83"
"27-May-2010","     4915.15","     5016.60","     4897.60","     5003.10","      238270068","         9374.65"
"28-May-2010","     5005.60","     5077.25","     5005.60","     5066.55","      187947940","         6703.72"
"31-May-2010","     5076.10","     5097.60","     5038.55","     5086.30","      179398969","         5600.69"
"01-Jun-2010","     5086.25","     5086.95","     4961.05","     4970.20","      183016039","         6170.85"
"02-Jun-2010","     4970.75","     5031.20","     4967.05","     5019.85","      217930824","         6768.12"
"03-Jun-2010","     5020.15","     5125.70","     5020.15","     5110.50","      174606394","         5784.75"
"04-Jun-2010","     5112.60","     5147.90","     5091.60","     5135.50","      174561315","         5755.15"
"07-Jun-2010","     5132.95","     5132.95","     5004.25","     5034.00","      175607171","         5958.49"
"08-Jun-2010","     5036.70","     5071.35","     4967.30","     4987.10","      180656558","         6149.81"
"09-Jun-2010","     4985.05","     5050.60","     4980.10","     5000.30","      199912934","         6619.08"
"10-Jun-2010","     4999.60","     5085.20","     4997.60","     5078.60","      176853398","         6038.85"
"11-Jun-2010","     5078.75","     5139.05","     5078.75","     5119.35","      198342050","         7105.68"
"14-Jun-2010","     5120.15","     5201.25","     5120.15","     5197.70","      158831199","         5616.24"
"15-Jun-2010","     5201.30","     5231.45","     5171.05","     5222.35","      218930465","         6642.21"
"16-Jun-2010","     5225.05","     5255.65","     5214.90","     5233.35","      203727420","         7283.62"
"17-Jun-2010","     5233.65","     5285.55","     5206.55","     5274.85","      189953720","         7662.74"
"18-Jun-2010","     5274.95","     5302.30","     5245.50","     5262.60","      205198165","         7934.71"
"21-Jun-2010","     5266.50","     5366.75","     5266.50","     5353.30","      186200103","         6565.17"
"22-Jun-2010","     5353.95","     5354.35","     5311.05","     5316.55","      162043358","         5453.37"
"23-Jun-2010","     5316.15","     5333.30","     5288.15","     5323.15","      150160458","         5457.95"
"24-Jun-2010","     5323.25","     5348.30","     5284.55","     5320.60","      218787111","         8902.73"
"25-Jun-2010","     5320.50","     5320.50","     5259.90","     5269.05","      164967805","         6750.84"
"28-Jun-2010","     5271.10","     5339.45","     5270.75","     5333.50","      154140414","         6284.06"
"29-Jun-2010","     5333.55","     5334.15","     5235.80","     5256.15","      158720263","         5859.41"
"30-Jun-2010","     5254.25","     5320.35","     5210.00","     5312.50","      183722824","         7083.92"
"01-Jul-2010","     5312.05","     5312.55","     5232.10","     5251.40","      141430947","         5489.08"
"02-Jul-2010","     5251.25","     5277.25","     5225.60","     5237.10","      149979351","         5158.26"
"05-Jul-2010","     5237.00","     5252.75","     5225.85","     5235.90","      100621413","         3333.36"
"06-Jul-2010","     5236.10","     5297.45","     5231.50","     5289.05","      115506191","         4290.40"
"07-Jul-2010","     5293.10","     5296.75","     5233.45","     5241.10","      132390232","         4490.16"
"08-Jul-2010","     5242.00","     5320.50","     5242.00","     5296.85","      127297125","         4878.49"
"09-Jul-2010","     5297.20","     5359.05","     5297.20","     5352.45","      216660647","         6889.10"
"12-Jul-2010","     5352.25","     5402.70","     5351.60","     5383.00","      189500080","         6566.28"
"13-Jul-2010","     5370.20","     5406.20","     5357.85","     5400.65","      226045986","         7302.68"
"14-Jul-2010","     5402.00","     5453.45","     5371.70","     5386.15","      211034896","         7700.69"
"15-Jul-2010","     5387.10","     5399.20","     5360.60","     5378.75","      155118828","         6035.97"
"16-Jul-2010","     5376.65","     5401.35","     5374.40","     5393.90","      143220575","         6261.44"
"19-Jul-2010","     5392.70","     5409.10","     5361.50","     5386.45","      116584791","         4686.58"
"20-Jul-2010","     5387.00","     5416.45","     5353.60","     5368.00","      121626463","         4136.60"
"21-Jul-2010","     5368.85","     5409.10","     5368.85","     5399.35","      122859037","         4953.75"
"22-Jul-2010","     5399.15","     5447.15","     5372.20","     5441.95","      155995093","         6239.12"
"23-Jul-2010","     5441.90","     5477.50","     5435.15","     5449.10","      165925947","         6466.84"
"26-Jul-2010","     5446.55","     5466.25","     5409.20","     5418.60","      147330374","         5545.74"
"27-Jul-2010","     5420.20","     5450.95","     5407.20","     5430.60","      155306187","         7037.79"
"28-Jul-2010","     5436.10","     5447.85","     5386.25","     5397.55","      146938758","         6793.67"
"29-Jul-2010","     5397.85","     5415.85","     5381.55","     5408.90","      162309098","         7592.59"
"30-Jul-2010","     5408.40","     5413.25","     5349.20","     5367.60","      131797420","         5934.09"
"02-Aug-2010","     5369.55","     5438.85","     5351.30","     5431.65","      104231289","         5012.55"
"03-Aug-2010","     5432.50","     5459.20","     5426.40","     5439.55","      130727919","         5577.95"
"04-Aug-2010","     5441.35","     5481.90","     5428.40","     5467.85","      120781454","         5308.01"
"05-Aug-2010","     5470.15","     5487.15","     5443.10","     5447.10","      129638121","         5375.93"
"06-Aug-2010","     5448.25","     5471.90","     5431.35","     5439.25","      116668077","         4724.60"
"09-Aug-2010","     5439.80","     5492.30","     5433.25","     5486.15","      137005276","         4943.58"
"10-Aug-2010","     5486.80","     5491.45","     5445.35","     5460.70","      164218108","         6726.45"
"11-Aug-2010","     5460.70","     5474.60","     5412.00","     5420.60","      174632660","         7684.14"
"12-Aug-2010","     5418.70","     5431.10","     5372.45","     5416.45","      172039387","         7991.90"
"13-Aug-2010","     5420.65","     5476.50","     5415.50","     5452.10","      154913632","         6503.15"
"16-Aug-2010","     5452.10","     5465.25","     5397.40","     5418.30","      189453492","         6283.46"
"17-Aug-2010","     5422.15","     5443.55","     5408.80","     5414.15","      138282188","         5458.34"
"18-Aug-2010","     5416.25","     5487.95","     5416.25","     5479.15","      154252402","         6293.69"
"19-Aug-2010","     5478.25","     5544.70","     5478.10","     5540.20","      167740837","         5669.59"
"20-Aug-2010","     5540.80","     5546.60","     5513.35","     5530.65","      144072389","         5301.98"
"23-Aug-2010","     5531.15","     5549.80","     5519.40","     5543.50","      118735153","         5263.58"
"24-Aug-2010","     5541.10","     5547.25","     5488.45","     5505.10","      139147479","         5551.14"
"25-Aug-2010","     5505.30","     5506.15","     5452.55","     5462.35","      157764424","         5517.95"
"26-Aug-2010","     5462.10","     5486.55","     5454.70","     5477.90","      186378293","         7554.18"
"27-Aug-2010","     5489.60","     5495.20","     5391.95","     5408.70","      142325823","         5450.83"
"30-Aug-2010","     5408.90","     5469.00","     5390.35","     5415.45","      113842559","         4230.08"
"31-Aug-2010","     5413.55","     5413.90","     5348.90","     5402.40","      157131369","         6686.31"
"01-Sep-2010","     5403.05","     5478.60","     5403.05","     5471.85","      144228489","         5883.01"
"02-Sep-2010","     5471.90","     5513.95","     5471.85","     5486.15","      159665619","         5066.31"
"03-Sep-2010","     5486.30","     5510.40","     5473.65","     5479.40","      146809469","         4234.91"
"06-Sep-2010","     5479.55","     5589.40","     5479.55","     5576.95","      158938306","         6388.26"
"07-Sep-2010","     5575.90","     5625.50","     5571.65","     5604.00","      177476993","         6050.20"
"08-Sep-2010","     5604.25","     5625.30","     5567.75","     5607.85","      135333275","         5689.78"
"09-Sep-2010","     5608.30","     5647.45","     5608.10","     5640.05","      138061072","         6234.11"
"13-Sep-2010","     5639.20","     5770.60","     5639.20","     5760.00","      152799959","         7515.79"
"14-Sep-2010","     5760.30","     5838.45","     5760.30","     5795.55","      188426968","         8111.27"
"15-Sep-2010","     5795.25","     5869.45","     5792.20","     5860.95","      187206098","         8805.82"
"16-Sep-2010","     5861.10","     5901.65","     5815.80","     5828.70","      192466127","         7830.28"
"17-Sep-2010","     5828.70","     5898.40","     5828.70","     5884.95","      211380366","         7874.33"
"20-Sep-2010","     5885.05","     5989.50","     5885.05","     5980.45","      193474676","         7658.35"
"21-Sep-2010","     5980.50","     6032.80","     5961.85","     6009.05","      200950471","         9035.72"
"22-Sep-2010","     6008.40","     6037.40","     5946.45","     5991.00","      170150328","         8003.00"
"23-Sep-2010","     5991.05","     6006.80","     5932.40","     5959.55","      135577520","         6114.32"
"24-Sep-2010","     5959.45","     6029.10","     5951.20","     6018.30","      176456881","         7167.29"
"27-Sep-2010","     6018.30","     6073.50","     6018.30","     6035.65","      166773894","         6621.37"
"28-Sep-2010","     6036.05","     6049.80","     5991.30","     6029.50","      170651346","         6860.57"
"29-Sep-2010","     6029.15","     6071.55","     5979.65","     5991.30","      183154443","         7028.59"
"30-Sep-2010","     5991.35","     6048.45","     5963.60","     6029.95","      217770233","         9926.83"
"01-Oct-2010","     6030.30","     6153.10","     6030.30","     6143.40","      179173861","         8626.97"
"04-Oct-2010","     6144.70","     6222.10","     6144.70","     6159.45","      184600423","         7416.30"
"05-Oct-2010","     6159.45","     6188.35","     6118.05","     6145.80","      145235637","         6398.72"
"06-Oct-2010","     6150.95","     6223.40","     6148.60","     6186.45","      152497661","         6668.37"
"07-Oct-2010","     6186.85","     6199.45","     6107.50","     6120.30","      168880938","         7191.88"
"08-Oct-2010","     6121.40","     6148.60","     6067.00","     6103.45","      134638713","         6623.90"
"11-Oct-2010","     6105.95","     6187.75","     6105.95","     6135.85","      115776692","         5662.74"
"12-Oct-2010","     6135.95","     6144.95","     6057.95","     6090.90","      109943866","         5166.44"
"13-Oct-2010","     6091.45","     6240.25","     6089.75","     6233.90","      148662525","         8169.71"
"14-Oct-2010","     6234.30","     6284.10","     6157.90","     6177.35","      128486390","         6591.58"
"15-Oct-2010","     6175.90","     6200.60","     6050.35","     6062.65","      111058422","         6512.52"
"18-Oct-2010","     6112.75","     6115.10","     5985.10","     6075.95","      138750722","         7739.58"
"19-Oct-2010","     6114.45","     6127.05","     6008.15","     6027.30","      130458477","         6428.48"
"20-Oct-2010","     6002.95","     6038.10","     5966.75","     5982.10","      105107009","         5029.95"
"21-Oct-2010","     6008.90","     6113.50","     5984.90","     6101.50","      123101282","         6706.58"
"22-Oct-2010","     6113.40","     6121.10","     6041.35","     6066.05","      109374888","         5611.75"
"25-Oct-2010","     6101.25","     6151.30","     6094.60","     6105.80","      123118093","         5936.95"
"26-Oct-2010","     6116.30","     6120.25","     6074.65","     6082.00","      113451560","         6237.35"
"27-Oct-2010","     6075.45","     6075.95","     5987.55","     6012.65","      116710581","         5892.65"
"28-Oct-2010","     6039.95","     6071.10","     5968.10","     5987.70","      228786632","        11869.38"
"29-Oct-2010","     6021.15","     6032.65","     5937.10","     6017.70","      137878156","         7152.22"
"01-Nov-2010","     6092.30","     6132.40","     6084.75","     6117.55","      128909525","         6679.42"
"02-Nov-2010","     6127.55","     6138.10","     6094.40","     6119.00","      122092224","         6081.21"
"03-Nov-2010","     6150.60","     6182.50","     6146.80","     6160.50","      111324417","         5241.29"
"04-Nov-2010","     6209.60","     6290.15","     6199.35","     6281.80","      125032367","         6442.42"
